id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
66954,Yelena Anatolyevna Lashmanova,F,20,170,48,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 20 kilometres Walk,Gold
66981,Riitta-Liisa Lassila-Roponen,F,31,161,54,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
67007,Badri Latif,F,27,169,59,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
67049,Heike Ltzsch (-Wedekind),F,30,173,53,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
67066,Simone Laudehr,F,22,175,56,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
67066,Simone Laudehr,F,30,175,56,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
67113,"Laureano ""Lauren"" Bisan Etame-Mayer",M,23,180,71,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold
67177,Andrew George Lauterstein,M,21,190,90,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
67177,Andrew George Lauterstein,M,21,190,90,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,Bronze
67177,Andrew George Lauterstein,M,21,190,90,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
67208,Elise Mary Laverick (-Sherwell),F,29,178,73,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Double Sculls,Bronze
67208,Elise Mary Laverick (-Sherwell),F,33,178,73,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Double Sculls,Bronze
67223,Ezequiel Ivn Lavezzi,M,23,173,75,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
67233,Renaud Lavillenie,M,25,177,71,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Pole Vault,Gold
67233,Renaud Lavillenie,M,29,177,71,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Silver
67297,Erika Lyn Lawler,F,23,152,59,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
67311,Ashley Lawrence,F,21,163,59,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
67335,Tayna Lawrence,F,24,163,61,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres,Silver
67335,Tayna Lawrence,F,24,163,61,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
67335,Tayna Lawrence,F,28,163,61,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
67405,Mylne Lazare,F,24,183,75,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
67496,Chad Guy Bertrand le Clos,M,20,190,83,South Africa,RSA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,Silver
67496,Chad Guy Bertrand le Clos,M,20,190,83,South Africa,RSA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Butterfly,Gold
67496,Chad Guy Bertrand le Clos,M,24,190,83,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,Silver
67496,Chad Guy Bertrand le Clos,M,24,190,83,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,Silver
67625,Tatyana Romanovna Lebedeva,F,24,170,61,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Triple Jump,Silver
67625,Tatyana Romanovna Lebedeva,F,28,170,61,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Long Jump,Gold
67625,Tatyana Romanovna Lebedeva,F,28,170,61,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Triple Jump,Bronze
67625,Tatyana Romanovna Lebedeva,F,32,170,61,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Long Jump,Silver
67625,Tatyana Romanovna Lebedeva,F,32,170,61,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Triple Jump,Silver
67641,Karina Chenelle LeBlanc,F,32,177,75,Canada,CAN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Bronze
67646,Anouk Leblanc-Boucher,F,21,170,62,Canada,CAN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Bronze
67646,Anouk Leblanc-Boucher,F,21,170,62,Canada,CAN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
67701,John Clark LeClair,M,32,190,104,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,15,183,73,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Gold
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Gold
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Gold
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Gold
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
67782,Lee Beom-Yeong,M,23,199,94,South Korea,KOR,2012 Summer,2012,Summer,London,Football,Football Men's Football,Bronze
67853,Lee Eun-Byeol,F,18,154,46,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",Silver
67872,Lee Gang-Seok,M,20,176,77,South Korea,KOR,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's 500 metres,Bronze
67926,Lee Ho-Seok,M,19,168,60,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Silver
67926,Lee Ho-Seok,M,19,168,60,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Silver
67926,Lee Ho-Seok,M,19,168,60,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
67926,Lee Ho-Seok,M,23,168,60,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Silver
67926,Lee Ho-Seok,M,23,168,60,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
68002,Lee Jeong-Su,M,20,173,60,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
68002,Lee Jeong-Su,M,20,173,60,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold
68002,Lee Jeong-Su,M,20,173,60,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
68103,Lee Sang-Hwa,F,20,165,62,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Women's 500 metres,Gold
68103,Lee Sang-Hwa,F,24,165,62,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 500 metres,Gold
68140,Lee Seung-Hun,M,21,178,70,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 5,000 metres",Silver
68140,Lee Seung-Hun,M,21,178,70,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
68140,Lee Seung-Hun,M,25,178,70,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Silver
68222,Zoe Samantha Lee,F,30,176,70,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
68244,Marrit Leenstra,F,24,170,59,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
68254,Brian Joseph Leetch,M,33,185,91,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
68271,Clment Lefert,M,24,185,73,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
68271,Clment Lefert,M,24,185,73,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
68324,Aleksandr Gennadyevich Legkov,M,30,177,65,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold
68324,Aleksandr Gennadyevich Legkov,M,30,177,65,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
68379,Sonja Lehmann (-Dittbrenner),F,24,172,65,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
68388,Unni Lehn,F,23,163,59,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold
68408,Jori Jonatan Lehter,M,26,187,97,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68415,Jere Kalervo Lehtinen,M,32,183,88.5,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
68415,Jere Kalervo Lehtinen,M,36,183,88.5,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68437,Kari Lehtonen,M,30,193,91,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68610,Christophe Alexandre Christian Lematre,M,22,190,74,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
68610,Christophe Alexandre Christian Lematre,M,26,190,74,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,Bronze
68638,Mario Lemieux,M,36,192,102,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
68695,Deon Christopher Lendore,M,19,179,75,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
68741,"Lisbeth Constance ""Libby"" Lenton-Trickett",F,19,167,60,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,Bronze
68741,"Lisbeth Constance ""Libby"" Lenton-Trickett",F,19,167,60,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
68741,"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23,167,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,Silver
68741,"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23,167,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
68741,"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23,167,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,Gold
68741,"Lisbeth Constance ""Libby"" Lenton-Trickett",F,23,167,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
68741,"Lisbeth Constance ""Libby"" Lenton-Trickett",F,27,167,60,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
68791,Natascia Leonardi Cortesi,F,30,163,51,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
68792,Raffaello Leonardo,M,31,190,94,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
68844,Amy Elizabeth LePeilbet,F,30,170,65,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
68857,Sami Lepist,M,25,186,85,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68857,Sami Lepist,M,29,186,85,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68921,Sydney Rae Leroux (-Dwyer),F,22,170,66,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
69006,Erik Lesser,M,25,170,70,Germany,GER,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,Silver
69006,Erik Lesser,M,25,170,70,Germany,GER,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
69027,Joanna Leszczyska,F,27,183,75,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Bronze
69088,Melanie Leupolz,F,22,173,52,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
69089,Laurien Leurink,F,21,173,67,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
69117,Amaury Raymond Leveaux,M,22,202,88,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,Silver
69117,Amaury Raymond Leveaux,M,22,202,88,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
69117,Amaury Raymond Leveaux,M,26,202,88,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
69117,Amaury Raymond Leveaux,M,26,202,88,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
69134,Caitlin Leverenz,F,21,173,73,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
69151,Yuliya Aleksandrovna Levina,F,27,184,80,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze
69209,Brian M. Lewis,M,25,170,72,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
69221,Denise Lewis,F,28,176,68,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Heptathlon,Gold
69248,"Michael Peter ""Mike"" Lewis",M,27,185,73,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
69269,Mark Anthony Lewis-Francis,M,21,183,89,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
69288,Jason Edward Lezak,M,24,193,98,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
69288,Jason Edward Lezak,M,24,193,98,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
69288,Jason Edward Lezak,M,28,193,98,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
69288,Jason Edward Lezak,M,28,193,98,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
69288,Jason Edward Lezak,M,32,193,98,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,Bronze
69288,Jason Edward Lezak,M,32,193,98,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
69288,Jason Edward Lezak,M,32,193,98,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
69288,Jason Edward Lezak,M,36,193,98,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
69379,Li Hongxia,F,21,168,63,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
69389,Li Ji,F,18,180,70,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
69393,Li Jiajun,M,26,174,76,China,CHN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Silver
69393,Li Jiajun,M,26,174,76,China,CHN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
69393,Li Jiajun,M,30,174,76,China,CHN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Bronze
69397,Li Jianrou,F,27,160,55,China,CHN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Gold
69486,Li Shuang,F,30,161,56,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
69536,Li Xuanxu,F,18,164,50,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
69550,Li Yanfeng,F,33,179,85,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Discus Throw,Bronze
69559,Li Ye,M,18,173,65,China,CHN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
69578,Li Yunqi,M,18,193,82,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
69714,Nicklas Erik Lidstrm,M,35,188,88,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
69771,Julia Lier,F,24,183,78,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Gold
69799,Kevin Richard Light,M,29,190,92,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
69841,Galina Vladimirovna Likhachova,F,28,168,65,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
69854,Feyisa Lilesa,M,26,175,67,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,Silver
69876,Anna Josefin Lillhage (-stblom),F,20,177,65,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
69883,Kristine Marie Lilly (-Heavey),F,29,160,56,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver
69883,Kristine Marie Lilly (-Heavey),F,33,160,56,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
70033,Bjrn Johan Lind,M,27,190,87,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Sprint,Gold
70033,Bjrn Johan Lind,M,27,190,87,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Gold
70035,Caroline Lind,F,25,183,80,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
70035,Caroline Lind,F,29,183,80,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
70050,Rut Hedvig Lindahl,F,33,179,74,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
70084,Ylva Maria Lindberg,F,25,165,73,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
70084,Ylva Maria Lindberg,F,29,165,73,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
70224,Jenny Elisabeth Lindqvist,F,27,169,68,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
70239,Eric Bryan Lindros,M,28,193,107,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
70245,Andrew James Ronald Lindsay,M,23,185,93,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
70248,Gillian Anne Lindsay,F,26,183,73,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
70267,Rosa Lindstedt,F,22,186,80,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
70288,Annelie Ulrica Lindstrm,F,22,173,64,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
70319,Renate Lingor,F,24,165,56,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze
70319,Renate Lingor,F,28,165,56,Germany,GER,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Bronze
70319,Renate Lingor,F,32,165,56,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
70415,Dirk Reinier Lippits,M,23,194,92,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Silver
70459,Iryna Anatolivna Lishchynska (Nedelenko-),F,32,160,56,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 1,500 metres",Silver
70540,Lyudmila Anatolyevna Litvinova,F,23,174,62,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
70582,Liu Hong,F,29,160,50,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Gold
70653,Liu Xiang,M,21,188,74,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Gold
70710,Liu Zige,F,19,181,70,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,Gold
70718,Stefan Daniel Patryk Liv (li-),M,25,183,84,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
70726,Brent James Livermore,M,24,177,74,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze
70726,Brent James Livermore,M,28,177,74,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
70843,Carli Anne Lloyd (-Hollins),F,26,170,64,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
70843,Carli Anne Lloyd (-Hollins),F,30,170,64,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
70863,Shereefa Lloyd,F,25,172,68,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
70863,Shereefa Lloyd,F,29,172,68,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
70922,Nikita Konstantinovich Lobintsev,M,19,193,85,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
70922,Nikita Konstantinovich Lobintsev,M,23,193,85,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
70941,Yekaterina Aleksandrovna Lobysheva,F,20,178,69,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
70941,Yekaterina Aleksandrovna Lobysheva,F,28,178,69,Russia,RUS,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
70965,Ryan Steven Lochte,M,20,188,88,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70965,Ryan Steven Lochte,M,20,188,88,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Individual Medley,Silver
70965,Ryan Steven Lochte,M,24,188,88,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70965,Ryan Steven Lochte,M,24,188,88,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Backstroke,Gold
70965,Ryan Steven Lochte,M,24,188,88,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,Bronze
70965,Ryan Steven Lochte,M,24,188,88,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
70965,Ryan Steven Lochte,M,27,188,88,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
70965,Ryan Steven Lochte,M,27,188,88,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70965,Ryan Steven Lochte,M,27,188,88,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Backstroke,Bronze
70965,Ryan Steven Lochte,M,27,188,88,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Individual Medley,Silver
70965,Ryan Steven Lochte,M,27,188,88,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 400 metres Individual Medley,Gold
70965,Ryan Steven Lochte,M,32,188,88,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70979,William Lockwood,M,24,191,88,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver
70979,William Lockwood,M,28,191,88,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver
